Epoch,BC Loss
1,1.510728915810585
2,0.7563692461550235
3,0.49376924109458925
4,0.4364338372349739
5,0.3853141827881336
6,0.31610251852869986
7,0.3245856212079525
8,0.2999230656772852
9,0.27738045521080495
10,0.25618275164067744
11,0.2357853236347437
12,0.22141570504009725
13,0.21307606808841228
14,0.2066486123651266
15,0.20282582002878188
16,0.2011527182161808
17,0.19828644996881484
18,0.19689197337627412
19,0.19430712524056434
20,0.19281665228307246
21,0.1883534833788872
22,0.1853036333322525
23,0.18063602767884732
24,0.17747448033094407
25,0.17601711769402026
26,0.17055258513987065
27,0.16581107602268458
28,0.16408574690669775
29,0.1611863071769476
30,0.15667186896502971
31,0.15505372887104749
32,0.15161654306948186
33,0.1492213648185134
34,0.14823692240566017
35,0.14557918084412813
36,0.14249393354356288
