Epoch,BC Loss
1,0.2869227064549923
2,0.2654240883588791
3,0.218566642254591
4,0.1974420204460621
5,0.1854427770525217
6,0.17864593112468719
7,0.18649052591621876
8,0.12165427654981613
9,0.10294217670708895
10,0.10191269588470458
11,0.0991109320744872
12,0.10099474233388901
13,0.09913680152595043
14,0.09668569944053888
15,0.09339608584344387
16,0.08955203948915005
17,0.08660636741667986
18,0.08368246873095632
19,0.08097549784556031
20,0.07877934259921313
21,0.07620673543587327
22,0.07454757457226514
23,0.07296871923282743
24,0.07287918079271913
25,0.0722071391120553
26,0.07198101712763309
27,0.07251759636774659
28,0.07273071110248566
29,0.07292696347087621
30,0.07370180163159966
31,0.07400103610008955
32,0.07379477458074689
33,0.0745706438049674
34,0.07395345782488584
35,0.0742913978882134
36,0.07409834733977914
37,0.07477575416862965
38,0.07449670797213911
39,0.07448154075071216
40,0.07442006750032305
41,0.07441953960806132
42,0.0744351288676262
43,0.07480424431338906
44,0.0743294708840549
45,0.07436415581777692
46,0.073875687841326
47,0.07403944779932499
48,0.07390824054926634
49,0.07404529857262969
50,0.07443350385129452
51,0.07399641243368388
52,0.07408276124298573
53,0.07422859399020672
54,0.0740764598660171
55,0.07443047668412328
56,0.07332915125787258
57,0.07380545753613114
58,0.07405443058162928
59,0.07378274985402823
60,0.07371953630819916
61,0.07396121860668063
62,0.07361009025573731
63,0.07335294159501791
64,0.07263263485208153
65,0.07403808039054274
66,0.07338650264963507
67,0.07370752549171447
68,0.07324435790628195
69,0.07313716393336654
70,0.07280731715634466
71,0.07283717539906502
